idx,AirQualityStation,no2,img_path,s5p_path,date_str
924,06-037-0113,29.239484608275852,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
925,06-037-0113,28.421707751724142,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
926,06-037-0113,12.970231283870964,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
927,06-037-0113,10.745244465333332,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
928,06-037-0113,15.164808409032256,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
929,06-037-0113,11.670499312,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
930,06-037-0113,11.34485296516129,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
931,06-037-0113,13.282949331612908,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
932,06-037-0113,22.262940698666664,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
933,06-037-0113,24.886330800000003,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
934,06-037-0113,30.32311816413793,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
935,06-037-0113,29.75302148516129,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
936,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
937,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
938,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
939,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
940,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
941,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
942,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
943,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
944,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
945,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
946,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
947,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
948,06-111-3001,10.892398216774195,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
949,06-111-3001,9.142678155714282,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
950,06-111-3001,7.248415018064518,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
951,06-111-3001,7.607235133333332,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
952,06-111-3001,5.850003459354838,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
953,06-111-3001,5.402956314666665,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
954,06-111-3001,6.60458573032258,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
955,06-111-3001,8.466591947096774,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
956,06-111-3001,8.877571421666667,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
957,06-111-3001,11.012481154838712,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
958,06-111-3001,12.299014582666668,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
959,06-111-3001,11.675934852903225,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
960,06-111-3001,12.846227211612902,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
961,06-111-3001,12.290336439999995,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
962,06-111-3001,5.821336309677418,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
963,06-111-3001,5.408281978666666,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
964,06-111-3001,6.00949908129032,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
965,06-111-3001,4.708173864,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
966,06-111-3001,5.753380192258066,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
967,06-111-3001,6.956943153548387,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
968,06-111-3001,10.768976895999996,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
969,06-111-3001,12.19423187096774,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
970,06-111-3001,12.916887925333333,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
971,06-111-3001,10.818569646451614,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
972,06-075-0005,36.69158066451614,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
973,06-075-0005,32.805095182857144,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
974,06-075-0005,25.716259892903214,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
975,06-075-0005,15.286053710666664,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
976,06-075-0005,10.721578627096774,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
977,06-075-0005,10.13514442133333,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
978,06-075-0005,7.838588196129033,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
979,06-075-0005,8.786940854193547,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
980,06-075-0005,12.79815358,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
981,06-075-0005,20.422351700645162,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
982,06-075-0005,42.67583267999999,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
983,06-075-0005,29.79423963612903,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
984,06-075-0005,30.147505038709674,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
985,06-075-0005,18.06076144,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
986,06-075-0005,18.63585671483871,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
987,06-075-0005,12.834053182666668,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
988,06-075-0005,7.994196523870968,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
989,06-075-0005,10.711282578666667,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
990,06-075-0005,7.862776943225808,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
991,06-075-0005,9.865420382666665,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
992,06-075-0005,14.63749738933333,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
993,06-075-0005,30.68592442451613,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
994,06-075-0005,29.859035891999998,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
995,06-075-0005,25.865868352258072,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
996,06-075-0005,26.01608690193548,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
997,06-075-0005,26.79610436,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
998,06-075-0005,14.843215972903225,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
999,06-075-0005,8.935423423999998,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
1000,06-075-0005,7.5676905664516125,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
1001,06-075-0005,6.8604885426666655,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
1002,06-075-0005,3.924798252903226,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
1003,06-075-0005,8.01572313032258,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
1004,06-075-0005,13.662051493333333,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
1005,06-075-0005,22.65316109548387,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
1006,06-075-0005,25.70970988799999,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
1007,06-075-0005,32.18077288774193,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
1008,06-079-8002,12.817342830967743,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
1009,06-079-8002,15.060409481428573,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
1010,06-079-8002,6.4863955883871,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
1011,06-079-8002,4.3321739893333335,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
1012,06-079-8002,2.6276638709677416,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
1013,06-079-8002,3.0532757893333327,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
1014,06-079-8002,4.813895979354838,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
1015,06-079-8002,5.4999887587096765,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
1016,06-079-8002,7.5322607959999965,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
1017,06-079-8002,12.149898378064512,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
1018,06-079-8002,17.920808850666667,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
1019,06-079-8002,11.004668178064515,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
1020,06-079-8002,10.390416323870973,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019
1021,06-079-8002,7.838198795714287,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019
1022,06-079-8002,5.735550757419355,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019
1023,06-079-8002,4.4111883213333325,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019
1024,06-079-8002,3.0134160980645164,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019
1025,06-079-8002,3.5665506946666663,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019
1026,06-079-8002,3.632249633548386,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019
1027,06-079-8002,5.12537401548387,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019
1028,06-079-8002,6.847881387999999,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019
1029,06-079-8002,12.16582658709677,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019
1030,06-079-8002,17.062176504,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019
1031,06-079-8002,9.862389274838707,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019
1032,06-079-8002,10.468880913548388,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020
1033,06-079-8002,12.90035588571429,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020
1034,06-079-8002,4.4267051131034485,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020
1035,06-079-8002,2.445526372,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020
1036,06-079-8002,2.8843805393548383,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020
1037,06-079-8002,2.7328886333333333,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020
1038,06-079-8002,3.396137029333334,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020
1039,06-079-8002,6.8453883806451605,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020
1040,06-079-8002,8.732358858666666,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020
1041,06-079-8002,11.47272625935484,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020
1042,06-079-8002,13.787533597333336,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020
1043,06-079-8002,16.665197353548383,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020
1044,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018
1045,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018
1046,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018
1047,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018
1048,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018
1049,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018
1050,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018
1051,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018
1052,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018
1053,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018
1054,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018
1055,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018
