idx,AirQualityStation,no2,img_path,s5p_path,date_str
830,STA_ES1256A,8.109937888198758,STA_ES1256A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1256A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
831,STA_ES1256A,17.58542356838618,STA_ES1256A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1256A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
832,STA_ES1256A,15.089661482159196,STA_ES1256A/S2B_MSIL2A_20200221T110959_N0214_R137_T29SPB_20200221T132103.npy,STA_ES1256A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
833,STA-AL0203A,21.542964336744923,STA-AL0203A/S2B_MSIL2A_20200730T093039_N0214_R136_T34TDL_20200730T122155.npy,STA-AL0203A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
834,STA-AL0203A,13.501842573856779,STA-AL0203A/S2B_MSIL2A_20200730T093039_N0214_R136_T34TDL_20200730T122155.npy,STA-AL0203A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
835,STA-AL0203A,8.491300336564631,STA-AL0203A/S2B_MSIL2A_20200730T093039_N0214_R136_T34TDL_20200730T122155.npy,STA-AL0203A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
836,STA.IT2074A,19.0,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
837,STA.IT2074A,19.25615763546798,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
838,STA.IT2074A,13.4,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
839,STA.IT2074A,9.592592592592592,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
840,STA.IT2074A,13.083885209713024,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
841,STA.IT2074A,13.666666666666664,STA.IT2074A/S2A_MSIL2A_20200809T102031_N0214_R065_T32TNQ_20200809T130506.npy,STA.IT2074A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
842,STA.IT0705A,45.67975307694749,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
843,STA.IT0705A,58.946876142544134,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
844,STA.IT0705A,33.398852443461564,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
845,STA.IT0705A,27.42825648944215,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
846,STA.IT0705A,39.75430901692655,STA.IT0705A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0705A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
847,STA-RO0159A,11.21145611934566,STA-RO0159A/S2A_MSIL2A_20200825T085601_N0214_R007_T35TNK_20200825T115135.npy,STA-RO0159A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
848,STA.04.S252,23.00741756289897,STA.04.S252/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S252/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
849,STA.04.S252,16.291271795550642,STA.04.S252/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S252/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
850,STA-BENGN43,31.133333331666666,STA-BENGN43/S2B_MSIL2A_20200326T104639_N0214_R051_T31UES_20200326T141923.npy,STA-BENGN43/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
851,STA-BENGN43,31.76666666,STA-BENGN43/S2B_MSIL2A_20200326T104639_N0214_R051_T31UES_20200326T141923.npy,STA-BENGN43/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
852,STA-BENGN43,23.43285714142857,STA-BENGN43/S2B_MSIL2A_20200326T104639_N0214_R051_T31UES_20200326T141923.npy,STA-BENGN43/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
853,STA-BENGN43,19.864999996666665,STA-BENGN43/S2B_MSIL2A_20200326T104639_N0214_R051_T31UES_20200326T141923.npy,STA-BENGN43/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
854,STA-BENGN43,28.341666665,STA-BENGN43/S2B_MSIL2A_20200326T104639_N0214_R051_T31UES_20200326T141923.npy,STA-BENGN43/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
855,STA-FR31014,16.226502728715776,STA-FR31014/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR31014/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
856,STA-FR31014,18.773333330020808,STA-FR31014/S2B_MSIL2A_20200806T105619_N0214_R094_T30TYN_20200806T131026.npy,STA-FR31014/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
857,STA.IT2019A,24.28818278067465,STA.IT2019A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT2019A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
858,STA.IT2019A,25.06051847938054,STA.IT2019A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT2019A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
859,STA.IT2019A,17.086566015025582,STA.IT2019A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT2019A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
860,STA.IT2019A,11.335887659292867,STA.IT2019A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT2019A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
861,STA.IT2019A,26.911678078517326,STA.IT2019A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT2019A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
862,STA.IT0502A,49.35957739608122,STA.IT0502A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0502A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
863,STA.IT0502A,56.02818440683462,STA.IT0502A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0502A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
864,STA.IT0502A,29.88851833816541,STA.IT0502A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0502A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
865,STA.IT0502A,28.718862686999092,STA.IT0502A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0502A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
866,STA.IT0502A,43.2289101647009,STA.IT0502A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT0502A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
867,STA.IT2273A,21.862575449008865,STA.IT2273A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2273A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
868,STA.IT2273A,20.06492307337429,STA.IT2273A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2273A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
869,STA.IT2273A,18.03975409491289,STA.IT2273A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2273A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
870,STA.IT2273A,19.075953224626282,STA.IT2273A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2273A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
871,STA.IT2273A,19.424912452561152,STA.IT2273A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWE_20200830T115423.npy,STA.IT2273A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
872,STA_PL0121A,6.885279047148098,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
873,STA_PL0121A,7.636016936794922,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
874,STA_PL0121A,3.1251917229742654,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
875,STA_PL0121A,3.1438514769986154,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
876,STA_PL0121A,4.03518296397401,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
877,STA_PL0121A,4.133903002309477,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
878,STA_PL0121A,2.6977775918762075,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
879,STA_PL0121A,2.380714612917997,STA_PL0121A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEA_20200822T115325.npy,STA_PL0121A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
880,STA-RO0134A,13.007216900000001,STA-RO0134A/S2A_MSIL2A_20200805T085601_N0214_R007_T35TPJ_20200805T120730.npy,STA-RO0134A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
881,STA-RO0134A,19.135456594265204,STA-RO0134A/S2A_MSIL2A_20200805T085601_N0214_R007_T35TPJ_20200805T120730.npy,STA-RO0134A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
882,STA-RO0134A,10.920482409461265,STA-RO0134A/S2A_MSIL2A_20200805T085601_N0214_R007_T35TPJ_20200805T120730.npy,STA-RO0134A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
883,STA-RO0134A,13.312351007625187,STA-RO0134A/S2A_MSIL2A_20200805T085601_N0214_R007_T35TPJ_20200805T120730.npy,STA-RO0134A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
884,STA.DE_DESN059,19.87736242802561,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
885,STA.DE_DESN059,17.679873564937925,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
886,STA.DE_DESN059,11.161906650785555,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
887,STA.DE_DESN059,10.987837646646604,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
888,STA.DE_DESN059,15.879137849153759,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
889,STA.DE_DESN059,13.172172099712407,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
890,STA.DE_DESN059,10.129846153846145,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
891,STA.DE_DESN059,10.720508379888255,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
892,STA.DE_DEBY007,27.63113278589303,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
893,STA.DE_DEBY007,27.70628596492561,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
894,STA.DE_DEBY007,20.53315193789283,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
895,STA.DE_DEBY007,21.287762537116198,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
896,STA.DE_DEBY007,25.90399384899682,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
897,STA.DE_DEBY007,24.018635143263012,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
898,STA.DE_DEBY007,18.251305151736354,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
899,STA.DE_DEBY007,19.580632289809362,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
900,STA-HU0037A,15.997686021982634,STA-HU0037A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0037A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
901,STA-HU0037A,17.204780111257186,STA-HU0037A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0037A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
902,STA-HU0037A,9.3895823736026,STA-HU0037A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0037A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
903,STA-HU0037A,9.858586312686905,STA-HU0037A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0037A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
904,STA-HU0037A,12.996960069083435,STA-HU0037A/S2A_MSIL2A_20201118T095311_N0214_R079_T33TXN_20201118T115530.npy,STA-HU0037A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
905,STA.DE_DEBW112,18.606417355664664,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
906,STA.DE_DEBW112,17.395271864137108,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
907,STA.DE_DEBW112,8.817655297702053,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
908,STA.DE_DEBW112,6.5294767129668845,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
909,STA.DE_DEBW112,15.540730333361356,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
910,STA.DE_DEBW112,13.419083739045732,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
911,STA.DE_DEBW112,6.223560880195597,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
912,STA.DE_DEBW112,6.108507341772159,STA.DE_DEBW112/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW112/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
913,STA.IT1658A,14.395718279869374,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
914,STA.IT1658A,14.184375913764098,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
915,STA.IT1658A,8.503081963513635,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
916,STA.IT1658A,9.071555964602892,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
917,STA.IT1658A,13.022983369258952,STA.IT1658A/S2B_MSIL2A_20201031T094139_N0214_R036_T33TYE_20201031T123521.npy,STA.IT1658A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
918,STA.IT2230A,32.22734984456403,STA.IT2230A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2230A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
919,STA.IT2230A,41.07065234563953,STA.IT2230A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2230A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
920,STA.IT2230A,15.574737572037725,STA.IT2230A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2230A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
921,STA.IT2230A,15.536031056595053,STA.IT2230A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2230A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
922,STA.IT2230A,29.55393777875736,STA.IT2230A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2230A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
923,STA.DE_DENW289,40.249999995,STA.DE_DENW289/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW289/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
924,STA.DE_DENW289,41.679999998,STA.DE_DENW289/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW289/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
925,STA.DE_DENW289,38.35,STA.DE_DENW289/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW289/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
926,STA.DE_DENW289,37.299999996666656,STA.DE_DENW289/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW289/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
927,STA.DE_DENW289,35.73333333,STA.DE_DENW289/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW289/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
928,Station_GB1090A,19.17714621439795,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
929,Station_GB1090A,20.1094958439188,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
930,Station_GB1090A,14.094422355708744,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
931,Station_GB1090A,9.815867402689204,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
932,Station_GB1090A,18.947786485566134,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
933,Station_GB1090A,13.720255949086892,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
934,Station_GB1090A,9.445601362625133,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
935,Station_GB1090A,8.90164948453608,Station_GB1090A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1090A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
936,STA-SE0001A,13.051289147589655,STA-SE0001A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0001A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
937,STA-SE0001A,11.893537093835766,STA-SE0001A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0001A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
938,STA-SE0001A,10.349416973740702,STA-SE0001A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0001A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
939,STA-SE0001A,7.6293877509918895,STA-SE0001A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0001A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
940,STA-SE0001A,11.520013651388293,STA-SE0001A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0001A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
941,STA-RO0177A,19.47528381872748,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2018
942,STA-RO0177A,22.25481872741185,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2019
943,STA-RO0177A,17.512175587544615,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2019
944,STA-RO0177A,18.93795226379465,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2019
945,STA-RO0177A,24.182829380435802,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-4-2019
946,STA-RO0177A,25.133604600766702,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-1-2020
947,STA-RO0177A,15.616937731149822,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-2-2020
948,STA-RO0177A,18.027661339466746,STA-RO0177A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0177A/l3_mean_quarterly_europe_2018_2020_005dg.netcdf,Q-3-2020
