AirQualityStation,Countrycode,Altitude,AreaType,StationType,PopulationDensity,no2_average
STA-FR20077,FR,184.0,urban,background,576.2,19.840805661569537
STA-FR20070,FR,167.0,urban,traffic,576.2,34.6856876825422
STA-FR20069,FR,170.0,urban,traffic,576.2,66.30148617151843
STA-FR20062,FR,160.0,urban,background,576.2,24.79234991470568
STA-FR20048,FR,217.0,suburban,background,576.2,12.189882349301175
STA-FR20047,FR,180.0,suburban,background,115.6,9.612209298840439
STA-FR20046,FR,172.0,urban,background,576.2,18.65824440713796
STA-FR20045,FR,209.0,suburban,background,576.2,23.784519502813158
STA-FR20037,FR,235.0,suburban,background,576.2,18.89222594080628
STA-FR20031,FR,177.0,suburban,industrial,576.2,23.181726480180625
STA-FR20019,FR,180.0,urban,traffic,576.2,34.35680493693429
STA-FR20017,FR,172.0,urban,background,576.2,29.581011605016585
STA-FR21031,FR,140.0,suburban,background,45.6,9.113614853375916
STA-FR21035,FR,9.0,urban,background,82.3,14.585195783332953
STA-FR21038,FR,6.0,urban,background,82.3,13.678976031285405
STA-FR21040,FR,56.0,urban,background,82.3,11.369587812309925
STA-FR25054,FR,9.0,urban,traffic,199.5,53.243711670513704
STA-FR25053,FR,9.0,urban,traffic,199.5,40.55992783741552
STA-FR25048,FR,9.0,urban,background,199.5,21.694955933349963
STA-FR25043,FR,11.0,urban,background,199.5,15.203187759173286
STA-FR25039,FR,65.0,urban,background,100.5,14.447062208329491
STA-FR25036,FR,17.0,urban,background,199.5,22.210329011790673
STA-FR24038,FR,736.0,urban,traffic,25.0,27.406391630448574
STA-FR26016,FR,70.0,urban,background,45.1,12.533561305683927
STA-FR24033,FR,743.0,urban,background,25.0,19.1360155035252
STA-FR23238,FR,10.0,urban,industrial,207.5,15.42899860571975
STA-FR23188,FR,20.0,urban,background,207.5,13.119079245160332
STA-FR23140,FR,20.0,urban,traffic,207.5,31.631005263141752
STA-FR23123,FR,51.0,urban,background,58.8,12.821994265715759
STA-FR23107,FR,20.0,urban,background,207.5,14.182882672923922
STA-FR22011,FR,270.0,suburban,industrial,168.4,14.18908236563066
STA-FR22009,FR,210.0,suburban,industrial,168.4,15.339365226162956
STA-FR21060,FR,28.0,urban,traffic,123.7,13.224693373538136
STA-FR23239,FR,21.0,urban,industrial,207.5,17.53780024947937
STA-FR33201,FR,453.0,urban,background,178.9,22.67535114632443
STA-FR04098,FR,80.0,urban,background,240.8,24.219475739534378
STA-FR04038,FR,152.0,rural-regional,background,635.1,8.737272095887375
STA-BETN066,BE,295.0,rural,background,181.3,10.072052401746724
STA-BETN063,BE,145.0,rural,background,367.3,15.666903661571276
STA-BETN054,BE,135.0,rural,background,434.6,15.183253588516749
STA-BETN051,BE,15.0,rural,background,613.8,12.639299563742124
STA-BETN046,BE,70.0,rural,background,324.8,17.869404300317235
STA-BETN043,BE,17.0,suburban,industrial,7471.5,36.89551543389633
STA-BETN040,BE,20.0,rural,background,670.9,15.148966500356382
STA-BETN035,BE,55.0,rural,background,434.6,16.996702491450904
STA-BETN029,BE,2.0,rural,background,222.6,11.217232021709632
STA-BETN027,BE,48.0,rural,background,278.0,15.739685542026244
STA-BETN016,BE,30.0,rural,background,342.7,17.06829153420464
STA-BETN012,BE,3.0,rural,background,432.9,14.426721600941729
STA-BETMEU1,BE,34.0,suburban,background,7471.5,28.276561043802424
STA-BETE814,BE,0.0,rural,industrial,480.1,22.616365131578952
STA-BETE009,BE,43.0,rural,industrial,670.9,20.171048168249666
STA-BETE008,BE,14.0,rural,industrial,670.9,23.607761607761606
STA-BETN070,BE,30.0,suburban,background,443.5,26.269547079856967
STA-BETE007,BE,54.0,rural,industrial,670.9,18.193215166099307
STA-BETN073,BE,160.0,rural,background,272.6,11.319166969366753
STA-BETN093,BE,265.0,rural,background,70.2,8.781011904761904
STA-BETR512,BE,107.0,suburban,industrial,772.2,22.329307094037237
STA-BETR502,BE,135.0,suburban,background,772.2,23.019580255598544
STA-BETR501,BE,115.0,urban,background,772.2,28.07926829268293
STA-BETR240,BE,135.0,suburban,industrial,172.5,19.941707816451885
STA-BETR223,BE,50.0,suburban,industrial,797.0,24.155485306170238
STA-BETR222,BE,65.0,suburban,background,797.0,24.747052581938227
STA-BETR221,BE,65.0,urban,background,797.0,25.904912650955566
STA-BETR020,BE,12.0,suburban,background,670.9,25.35729040097205
STA-BETR012,BE,101.0,suburban,background,7471.5,18.25157719319129
STA-BETR010,BE,68.0,suburban,background,670.9,23.67269524368761
STA-BETR002,BE,76.0,urban,traffic,7471.5,41.85205548976485
STA-BETR001,BE,20.0,urban,background,7471.5,35.123446658851115
STA-BETN132,BE,375.0,rural,background,69.1,8.9552754982415
STA-BETN121,BE,430.0,rural,background,46.6,6.8145520637898676
STA-BETN113,BE,510.0,rural,background,46.8,6.964752427766455
STA-BETN100,BE,225.0,rural,background,73.8,6.282834379526799
STA-BETN085,BE,490.0,rural,background,46.8,6.704001429081815
STA-BETB011,BE,66.0,suburban,background,7471.5,21.397378322611967
STA-BETB006,BE,67.0,urban,background,7471.5,34.42144540455617
HR_DOC_TYPE_D_STA_RH0109,HR,0.0,suburban,background,70.9,14.61780402539221
HR_DOC_TYPE_D_STA_RH0112,HR,0.0,rural,background,102.0,7.174774451612322
HR_DOC_TYPE_D_STA_RH0113,HR,0.0,rural-regional,background,8.5,4.022755709612147
HR_DOC_TYPE_D_STA_RH0120,HR,0.0,suburban,background,69.1,2.175917010272476
HR_DOC_TYPE_D_STA_RH0123,HR,0.0,urban,background,135.4,14.33615650383348
HR_DOC_TYPE_D_STA_RH0124,HR,0.0,suburban,background,32.6,11.315910564586954
HR_DOC_TYPE_D_STA_RH0126,HR,0.0,suburban,background,74.5,13.596664736822063
HR_DOC_TYPE_D_STA_SD0201,HR,0.0,suburban,traffic,99.4,17.439971979703355
HR_DOC_TYPE_D_STA_SD0203,HR,0.0,urban,traffic,99.4,22.39696460541825
HR_DOC_TYPE_D_STA_ZA0201,HR,0.0,urban,background,102.2,14.307768248289475
STA-AL0203A,AL,848.0,suburban,background,70.1,21.542964336744923
STA-AL0205A,AL,1.0,urban,traffic,57.8,13.48844368242321
STA-AL0206A,AL,13.0,urban,background,376.5,18.822223477838786
STA-AL0207A,AL,150.0,urban,traffic,83.5,23.00483331078691
HR_DOC_TYPE_D_STA_RH0104,HR,0.0,urban,traffic,68.7,24.778542780446124
HR_DOC_TYPE_D_STA_RH0103,HR,0.0,urban,background,1269.9,23.29655180039928
HR_DOC_TYPE_D_STA_RH0101,HR,0.0,urban,traffic,1269.9,40.4456667463276
STA-BETB004,BE,17.0,urban,background,7471.5,33.8051815340226
STA-BETB001,BE,64.0,urban,traffic,7471.5,56.148303602658274
STA-BELSZ02,BE,15.0,rural,industrial,670.9,22.008693081017146
STA-BELLD02,BE,22.0,rural,industrial,342.7,18.996276155573945
STA-BELLD01,BE,20.0,rural,industrial,342.7,17.189264863576792
STA-BETR830,BE,5.0,rural,industrial,546.6,27.37435141509434
STA-BETR834,BE,0.0,suburban,background,1093.8,21.75905927525798
STA-BETWOL1,BE,78.0,suburban,traffic,7471.5,30.52169446458787
STA-BG0019A,BG,97.0,urban,traffic,53.0,20.291334195727714
STA-EE0020A,EE,5.0,urban,traffic,137.2,16.17687537856025
STA-EE0016A,EE,50.0,rural,background,20.4,1.7651256880869637
STA-EE0009R,EE,32.0,rural,background,13.6,1.7761431789534885
STA-DK0057A,DK,5.0,suburban,background,1657.0,12.015623458439169
STA-DK0045A,DK,25.0,urban,background,4481.8,13.173214013867335
STA-DK0034A,DK,5.0,urban,traffic,4481.8,38.92992525134297
STA-DK0030A,DK,5.0,urban,traffic,4481.8,29.76568537110765
STA-DK0012R,DK,3.0,rural-regional,background,314.2,7.692723173718157
STA-CY0006A,CY,208.0,suburban,background,94.4,19.702661695784247
STA-CY0004A,CY,175.0,urban,traffic,94.4,28.275992330956512
STA-CY0002R,CY,532.0,rural-regional,background,94.4,1.8369740662568492
STA-CH0061A,CH,598.0,urban,background,282.4,17.378336974994212
STA-EE0021A,EE,41.0,urban,background,20.4,9.620788601795732
STA-EE0022A,EE,25.0,urban,background,41.1,7.2676940796003375
STA-FR04024,FR,65.0,suburban,background,996.4,24.089349471962585
STA-FR03029,FR,192.0,urban,background,427.1,21.417440646607997
STA-FR03021,FR,182.0,urban,traffic,427.1,40.98693227707981
STA-FR02013,FR,4.0,suburban,background,427.1,11.320684521612105
STA-FR02005,FR,2.0,urban,background,427.1,15.710937318123062
STA-FR01065,FR,195.0,urban,traffic,29.7,21.445041221420496
STA-FR01064,FR,164.0,urban,traffic,168.4,29.51430044323823
STA-FR01060,FR,170.0,rural-nearcity,background,168.4,18.288488109813798
STA-CH0060A,CH,440.0,suburban,background,914.5,16.12402205694018
STA-FR01059,FR,197.0,suburban,background,168.4,18.054500112548133
STA-FR01021,FR,151.0,suburban,background,168.4,13.674641912412055
STA-FR01020,FR,154.0,urban,background,168.4,23.978086593555762
STA-FR01019,FR,156.0,urban,background,168.4,15.871706635389874
STA-FR01018,FR,170.0,suburban,background,168.4,13.700427448437425
STA-FR01016,FR,203.0,rural-nearcity,industrial,139.6,18.547288348602954
STA-FR01012,FR,204.0,urban,background,168.4,17.358317066864892
STA-FR01011,FR,192.0,urban,background,168.4,20.412827251486227
STA-FI00460,FI,6.0,rural,industrial,44.8,7.313753753753754
STA-FR01022,FR,227.0,urban,industrial,168.4,13.897298541914111
STA-FR04063,FR,32.0,suburban,background,635.1,19.37080274765816
STA-CH0059A,CH,610.0,suburban,background,914.5,13.950549897586887
STA-CH0057A,CH,675.0,urban,traffic,260.0,33.39418636775525
STA-CH0005R,CH,1031.0,rural,background,187.7,6.135657916328079
STA-CH0005A,CH,432.0,suburban,background,914.5,23.326560993348718
STA-CH0004R,CH,1136.0,rural,background,248.1,5.794002718349415
STA-CH0003R,CH,538.0,rural,background,319.9,11.979667676774977
STA-CH0002R,CH,489.0,rural,background,282.4,12.202277720003474
STA-BG0084A,BG,100.0,urban,background,53.0,17.97893730074389
STA-BG0080A,BG,0.0,urban,background,51.1,15.637873567045634
STA-BG0079A,BG,0.0,urban,traffic,1015.9,24.54251443149905
STA-BG0073A,BG,615.0,urban,traffic,1015.9,31.02628263088069
STA-BG0070A,BG,1321.0,rural-nearcity,background,1015.9,5.197634291388664
STA-BG0058A,BG,414.0,urban,background,47.6,18.327800881149727
STA-BG0056A,BG,51.0,urban,background,53.8,13.501461101878984
STA-BG0053R,BG,1720.0,rural-remote,background,33.3,7.461164046519509
STA-BG0052A,BG,548.0,urban,background,1015.9,24.72227162590713
STA-BG0050A,BG,581.0,urban,background,1015.9,31.95553397124662
STA-BG0043A,BG,363.0,urban,background,45.8,18.685490092999395
STA-BG0040A,BG,534.0,urban,background,1015.9,25.306886352614725
STA-CH0008A,CH,316.0,suburban,background,557.3,17.516619869779056
STA-CH0010A,CH,409.0,urban,background,914.5,25.375910910238204
STA-CH0011A,CH,280.0,urban,background,129.4,24.781212006479944
STA-CH0013A,CH,445.0,urban,traffic,914.5,28.484262292931472
STA-CH0056A,CH,441.0,urban,traffic,285.7,37.44375116624957
STA-CH0054A,CH,554.0,urban,background,177.4,18.238003261128995
STA-CH0053R,CH,797.0,rural,background,285.7,9.591193373159706
STA-CH0051A,CH,427.0,rural,background,2046.8,10.992097578634583
STA-CH0046A,CH,422.0,suburban,background,2046.8,18.68632238612007
STA-CH0044A,CH,430.0,suburban,traffic,914.5,33.53861836510237
STA-CH0043A,CH,305.0,suburban,background,129.4,22.49755203072665
STA-CH0041A,CH,550.0,suburban,background,177.4,16.889410471879813
STA-CH0058A,CH,433.0,urban,traffic,914.5,45.209631653475505
STA-CH0033A,CH,203.0,rural,background,129.4,15.975859347672474
STA-CH0029A,CH,255.0,urban,traffic,5398.3,46.45929177487897
STA-CH0028A,CH,530.0,urban,traffic,282.4,33.13067412590616
STA-CH0024A,CH,460.0,rural,background,66.0,15.698522332996562
STA-CH0022A,CH,484.0,suburban,background,285.7,18.322313343535594
STA-CH0021A,CH,415.0,urban,traffic,914.5,37.885015571372115
STA-CH0019A,CH,915.0,rural,background,260.0,6.676638786402737
STA-CH0017A,CH,260.0,urban,background,5398.3,23.9528756941357
STA-CH0031A,CH,536.0,urban,traffic,177.4,36.127334812587144
STA-FR33202,FR,461.0,urban,background,178.9,16.202544700701516
STA-FR33203,FR,452.0,urban,traffic,178.9,34.680859667566374
STA-FR33211,FR,441.0,urban,background,178.9,19.14776291164437
STA-RO0133A,RO,20.0,suburban,background,100.2,12.76912242312676
STA-RO0132A,RO,36.0,urban,background,100.2,25.407219460089372
STA-RO0131A,RO,20.0,urban,traffic,100.2,39.38753946177596
STA-RO0130A,RO,230.0,rural,traffic,32.3,24.886992715109216
STA-RO0128A,RO,283.0,urban,industrial,32.3,9.108605676772408
STA-RO0127A,RO,259.0,urban,industrial,32.3,13.224734045418826
STA-RO0126A,RO,12.0,urban,background,58.4,18.192487909180826
STA-RO0125A,RO,13.0,urban,traffic,58.4,24.884455808170838
STA-RO0124A,RO,118.0,urban,traffic,68.9,36.288646997569494
STA-RO0123A,RO,98.0,urban,background,68.9,26.89033767592946
STA-RO0122A,RO,579.0,urban,industrial,103.4,41.475603020767494
STA-RO0121A,RO,516.0,suburban,background,103.4,11.97367097881696
STA-RO0120A,RO,566.0,urban,traffic,103.4,47.77133993140437
STA-RO0119A,RO,569.0,urban,background,103.4,47.93840616980341
STA-RO0118A,RO,599.0,urban,traffic,103.4,43.385865000249375
STA-RO0117A,RO,28.0,rural,industrial,63.5,10.079111689429627
STA-RO0116A,RO,22.0,urban,industrial,63.5,16.093858358419794
STA-RO0134A,RO,15.0,urban,traffic,100.2,15.918337946470453
STA-RO0115A,RO,28.0,suburban,background,63.5,14.602177926022119
STA-RO0135A,RO,20.0,urban,industrial,100.2,21.496998264078837
STA-RO0137A,RO,60.0,urban,industrial,100.2,16.175656188626
STA-RO0158A,RO,618.0,urban,industrial,54.8,11.701080257287211
STA-RO0157A,RO,230.0,urban,industrial,54.8,12.133179361975262
STA-RO0155A,RO,187.0,urban,industrial,54.8,16.470496561163333
STA-RO0154A,RO,187.0,urban,background,54.8,36.054635375178094
STA-RO0153A,RO,710.0,rural-regional,background,45.8,11.072826476740367
STA-RO0152A,RO,123.0,urban,industrial,57.3,13.625592584375081
STA-RO0151A,RO,167.0,urban,industrial,57.3,14.848329288446894
STA-RO0150A,RO,203.0,urban,industrial,57.3,15.13135781237497
STA-RO0145A,RO,50.0,urban,industrial,115.8,18.4818620072088
STA-RO0144A,RO,86.0,urban,industrial,115.8,17.722258651010485
STA-RO0143A,RO,67.0,suburban,background,115.8,15.810279399598805
STA-RO0142A,RO,10.0,urban,background,115.8,18.245262457312784
STA-RO0141A,RO,87.0,urban,traffic,115.8,20.274043891291374
STA-RO0140A,RO,464.0,urban,industrial,122.8,11.810274703611832
STA-RO0139A,RO,261.0,urban,industrial,122.8,27.47156556825102
STA-RO0138A,RO,523.0,rural-regional,background,54.8,13.322780557526302
STA-RO0136A,RO,20.0,urban,industrial,100.2,16.804978761636722
STA-RO0114A,RO,16.0,urban,background,63.5,18.42292228387728
STA-RO0113A,RO,28.0,urban,traffic,63.5,25.51183834644682
STA-RO0112A,RO,169.0,urban,background,77.9,29.391675222587427
STA-RO0085A,RO,79.0,urban,industrial,146.8,24.44573919181592
STA-RO0084A,RO,44.0,urban,background,146.8,28.807552242294012
STA-RO0083A,RO,50.0,urban,traffic,146.8,40.538451141944506
STA-RO0082A,RO,128.0,suburban,background,86.4,12.887074135736981
STA-RO0081A,RO,98.0,suburban,industrial,86.4,11.575887684546506
STA-RO0080A,RO,83.0,urban,industrial,86.4,34.80021224767598
STA-RO0079A,RO,120.0,urban,background,86.4,13.360044309890693
STA-RO0078A,RO,118.0,urban,traffic,86.4,20.421118338965336
STA-RO0077A,RO,279.0,urban,background,106.4,26.846471285465807
STA-RO0076A,RO,343.0,urban,industrial,106.4,45.70087505934245
STA-RO0075A,RO,350.0,suburban,background,106.4,38.56147380556786
STA-RO0074A,RO,333.0,urban,background,106.4,33.199355033108105
STA-RO0073A,RO,349.0,urban,traffic,106.4,55.911620845571825
STA-RO0072A,RO,30.0,rural-regional,background,314.7,11.469423528858911
STA-RO0071A,RO,30.0,suburban,background,314.7,25.90245352376192
STA-RO0070A,RO,30.0,urban,traffic,7917.1,62.79122823440029
STA-RO0069A,RO,30.0,urban,industrial,7917.1,35.502656395499045
STA-RO0086A,RO,165.0,rural-regional,background,146.8,9.707084986187873
STA-RO0087A,RO,49.0,suburban,background,146.8,17.02053451165324
STA-RO0092A,RO,246.0,urban,background,52.5,21.54696412256861
STA-RO0093A,RO,256.0,urban,industrial,52.5,24.31416356984641
STA-RO0111A,RO,365.0,urban,background,52.3,24.582307496107425
STA-RO0110A,RO,213.0,urban,industrial,75.0,17.361838388719384
STA-RO0109A,RO,128.0,urban,traffic,75.0,35.25065425783433
STA-RO0108A,RO,145.0,urban,industrial,75.0,33.63235236454645
STA-RO0107A,RO,139.0,urban,background,75.0,25.977579399731717
STA-RO0106A,RO,201.0,urban,industrial,89.9,21.08722038112826
STA-RO0105A,RO,160.0,urban,industrial,89.9,17.229634348150107
STA-RO0104A,RO,161.0,urban,background,89.9,22.047512369411308
STA-RO0160A,RO,60.0,urban,industrial,59.2,12.32615140026618
STA-RO0103A,RO,580.0,urban,industrial,86.0,7.443726066542332
STA-RO0101A,RO,322.0,suburban,background,86.0,8.905183575755318
STA-RO0100A,RO,296.0,suburban,background,86.0,9.653123135594042
STA-RO0099A,RO,278.0,urban,background,86.0,20.02975546141534
STA-RO0098A,RO,277.0,urban,traffic,86.0,23.605407859511903
STA-RO0097A,RO,100.0,suburban,traffic,54.4,11.668488382542868
STA-RO0096A,RO,107.0,urban,background,54.4,17.681227257562128
STA-RO0095A,RO,107.0,urban,traffic,54.4,22.495134663954786
STA-RO0094A,RO,450.0,urban,industrial,52.5,16.94964196991147
STA-RO0102A,RO,268.0,suburban,industrial,86.0,11.10459333204228
STA-RO0161A,RO,211.0,urban,traffic,73.5,31.772206665520788
STA-RO0162A,RO,223.0,urban,background,73.5,23.448975593679467
STA-RO0163A,RO,354.0,suburban,background,73.5,12.696945679807135
STA-SE0001A,SE,25.0,urban,background,123.4,11.201964635817973
STA-RS0045A,RS,242.0,suburban,background,66.5,15.397761736193027
STA-RS0043A,RS,175.0,urban,background,119.2,33.1902705817263
STA-RS0041A,RS,181.0,urban,background,66.3,25.85149932877205
STA-RS0037A,RS,141.0,urban,background,535.2,25.488327218463677
STA-RS0031A,RS,81.0,urban,background,157.4,16.378312312970177
STA-RS0030A,RS,200.0,urban,traffic,133.2,26.368610335861817
STA-RS0028A,RS,83.0,urban,traffic,535.2,43.937974775092755
STA-RO0214A,RO,35.0,urban,traffic,86.4,27.567397135874977
STA-RO0213A,RO,11.0,rural,background,58.4,8.623644842931247
STA-RO0211A,RO,25.0,urban,background,146.8,10.85156354043298
STA-RO0210A,RO,20.0,rural-regional,background,77.6,14.841917955772187
STA-SE0054A,SE,60.0,urban,background,123.4,9.423060061703964
STA-SE0058A,SE,11.0,urban,traffic,123.4,22.486248589668232
STA-SE0072A,SE,28.0,urban,traffic,356.6,27.56912697145197
STA-SK0001A,SK,138.0,urban,background,324.2,21.945225388433574
STA-SI0054A,SI,250.0,suburban,background,118.3,16.19827961853647
STA-SI0038A,SI,56.0,urban,background,109.8,18.39889550401713
STA-SI0036A,SI,241.0,urban,traffic,118.3,20.422285159714352
STA-SI0033A,SI,188.0,rural,background,86.3,12.624912708285274
STA-SI0008R,SI,540.0,rural,background,53.8,3.5391760612907266
STA-SI0003A,SI,299.0,urban,background,234.4,26.221986363238457
STA-SI0001A,SI,240.0,urban,background,111.6,25.82486949931951
STA-RO0207A,RO,23.0,urban,traffic,77.6,34.84429125116477
STA-SE38350,SE,40.0,urban,traffic,123.4,13.375897940546624
STA-SE157995,SE,35.0,urban,background,48.2,6.962207547996295
STA-SE157868,SE,97.5,urban,traffic,34.4,22.7263336111526
STA-SE0096A,SE,20.0,urban,traffic,123.4,23.191350936856505
STA-SE0094A,SE,11.0,urban,traffic,123.4,25.549604920051586
STA-SE30310,SE,24.8,urban,traffic,123.4,23.15378592194605
STA-RO0068A,RO,30.0,urban,industrial,7917.1,27.57455455806082
STA-RO0206A,RO,52.0,rural-regional,background,67.0,12.725102331791474
STA-RO0204A,RO,300.0,urban,industrial,61.9,12.451302609456814
STA-RO0180A,RO,160.0,urban,industrial,154.2,20.531187549758112
STA-RO0179A,RO,160.0,urban,traffic,154.2,29.067335253606306
STA-RO0178A,RO,140.0,suburban,industrial,154.2,22.314699140300245
STA-RO0177A,RO,150.0,suburban,background,154.2,20.67627063546303
STA-RO0176A,RO,160.0,urban,background,154.2,31.133870468531928
STA-RO0175A,RO,160.0,urban,traffic,154.2,32.59295626885013
STA-RO0174A,RO,169.0,urban,industrial,74.2,18.90054480321156
STA-RO0173A,RO,400.0,urban,industrial,76.0,17.09851589756915
STA-RO0172A,RO,206.0,urban,industrial,76.0,14.162848255078773
STA-RO0171A,RO,360.0,urban,background,76.0,15.27999686753129
STA-RO0170A,RO,300.0,urban,industrial,80.4,8.361804606322702
STA-RO0169A,RO,279.0,urban,industrial,80.4,18.232601079619602
STA-RO0168A,RO,308.0,urban,industrial,80.4,21.45839013149709
STA-RO0167A,RO,328.0,urban,background,80.4,27.560553045940384
STA-RO0166A,RO,69.0,urban,industrial,50.5,13.741489435640931
STA-RO0165A,RO,290.0,urban,industrial,73.5,8.799877980963002
STA-RO0164A,RO,259.0,urban,industrial,73.5,11.533586322238676
STA-RO0181A,RO,275.0,urban,industrial,55.2,14.728105609284835
STA-RO0182A,RO,123.0,urban,background,75.8,20.936625265305707
STA-RO0183A,RO,160.0,urban,traffic,75.8,14.204773903123302
STA-RO0203A,RO,300.0,urban,background,61.9,20.564720301869144
STA-RO0202A,RO,27.0,suburban,traffic,27.6,7.241179108180653
STA-RO0201A,RO,30.0,urban,industrial,27.6,16.601108555472678
STA-RO0200A,RO,6.0,urban,traffic,27.6,18.259768712026784
STA-RO0199A,RO,124.0,urban,industrial,81.3,11.889776039195034
STA-RO0198A,RO,80.0,rural,background,81.3,11.943307121632678
STA-RO0197A,RO,89.0,urban,traffic,81.3,41.185304158292425
STA-RO0196A,RO,89.0,urban,industrial,81.3,28.486289213817766
STA-RO0205A,RO,110.0,urban,background,71.4,20.913050969397933
STA-RO0195A,RO,119.0,suburban,background,81.3,14.240259768842261
STA-RO0193A,RO,89.0,urban,traffic,81.3,45.23177152713996
STA-RO0191A,RO,41.0,urban,background,59.5,17.395465499007507
STA-RO0190A,RO,500.0,urban,traffic,73.5,27.737333494519955
STA-RO0189A,RO,350.0,urban,industrial,73.5,18.529943845921913
STA-RO0188A,RO,385.0,urban,background,73.5,14.246668753485515
STA-RO0187A,RO,320.0,urban,industrial,74.1,20.5136939593425
STA-RO0186A,RO,285.0,urban,industrial,74.1,23.4408127345592
STA-RO0185A,RO,415.0,urban,industrial,74.1,24.513371936509852
STA-RO0194A,RO,89.0,urban,background,81.3,20.43258864894377
STA-RO0067A,RO,30.0,urban,traffic,7917.1,59.33076525297935
STA-RO0066A,RO,30.0,urban,industrial,7917.1,31.62279377725805
STA-RO0065A,RO,30.0,urban,background,7917.1,27.731484028860358
STA-GR0110R,GR,110.0,rural,background,41.7,9.759274525968673
STA-GR0048A,GR,19.0,urban,traffic,91.9,29.01921830138001
STA-GR0047A,GR,363.0,suburban,background,310.9,11.022176591375771
STA-GR0046A,GR,14.0,urban,industrial,310.9,20.178513917644352
STA-GR0044A,GR,55.0,urban,traffic,310.9,31.91285357737105
STA-HU0022A,HU,153.0,suburban,background,3433.4,24.092973617417268
STA-HU0023A,HU,111.0,urban,background,86.8,21.427577376048404
STA-HU0024A,HU,101.0,urban,traffic,111.9,29.340285565005104
STA-HU0025A,HU,101.0,urban,background,111.9,24.211954576647106
STA-HU0057A,HU,79.0,urban,background,95.5,16.11074804184269
STA-HU0045A,HU,90.0,urban,traffic,3433.4,40.347315080602215
STA-HU0042A,HU,122.0,urban,background,3433.4,26.435184491423783
STA-HU0041A,HU,123.0,urban,traffic,3433.4,46.522676576095506
STA-HU0040A,HU,113.0,rural,background,111.9,6.394418868553508
STA-HU0039A,HU,122.0,urban,background,134.6,11.761783510059296
STA-HU0038A,HU,135.0,suburban,background,89.8,14.772938981031674
STA-HU0037A,HU,248.0,suburban,background,81.6,13.434823066453355
STA-GR0020A,GR,30.0,urban,industrial,310.9,23.46418763452832
STA-HU0036A,HU,265.0,suburban,background,3433.4,17.234347022773758
STA-HU0033A,HU,215.0,urban,industrial,97.2,21.267074716521538
STA-HU0032A,HU,99.0,suburban,background,202.3,15.510001160717197
STA-HU0031A,HU,199.0,urban,traffic,134.6,18.772243563828148
STA-HU0030A,HU,120.0,urban,traffic,82.7,43.42927345020927
STA-HU0029A,HU,200.0,suburban,background,82.7,19.530202415543076
STA-HU0028A,HU,115.0,urban,traffic,94.9,23.073998132558252
STA-HU0027A,HU,125.0,urban,traffic,89.8,32.77656268297838
STA-HU0026A,HU,155.0,urban,background,89.8,14.01705506884058
STA-HU0034A,HU,274.0,suburban,background,81.6,20.88605643466327
STA-LT00001,LT,116.0,urban,background,85.8,19.53886343595147
STA-GR0018A,GR,27.0,urban,traffic,310.9,22.699436703231544
STA-FR34057,FR,147.0,urban,traffic,32.2,14.282691861070525
STA-FR34051,FR,156.0,urban,background,32.2,9.369463784806172
STA-FR34047,FR,99.0,urban,traffic,72.9,30.246325029373274
STA-FR34046,FR,90.0,urban,background,72.9,11.692893397440006
STA-FR34042,FR,155.0,urban,background,72.9,11.363363175712006
STA-FR34032,FR,133.0,urban,background,41.3,10.062244190459877
STA-FR34030,FR,156.0,urban,traffic,41.3,14.590648420235574
STA-FR34028,FR,51.0,urban,traffic,99.3,31.123286516549033
STA-FR34025,FR,100.0,urban,background,99.3,12.018964517477178
STA-FR34024,FR,90.0,urban,background,99.3,13.425453072703451
STA-FR34018,FR,95.0,urban,background,100.7,10.554003656962935
STA-FR33302,FR,477.0,rural-nearcity,background,178.9,7.357938816542849
STA-FR33232,FR,1044.0,urban,traffic,178.9,43.73209106875974
STA-FR33220,FR,588.0,suburban,background,178.9,14.794672846713462
STA-FR33213,FR,432.0,urban,traffic,178.9,24.387846112569232
STA-FR33212,FR,426.0,urban,background,178.9,16.95416717336801
STA-FR34061,FR,118.0,urban,background,51.8,9.484399858188633
STA-FR35002,FR,227.0,urban,background,67.4,6.830543977918981
STA-FR35003,FR,288.0,urban,background,67.4,16.367318141469873
STA-FR82042,FR,210.0,rural,industrial,51.7,13.297710752332849
STA-FR82041,FR,192.0,rural,industrial,51.7,9.244136586519627
STA-FR82040,FR,223.0,urban,background,51.7,12.116419383236073
STA-FR82006,FR,321.0,urban,background,103.0,17.201385078043575
STA-FR82001,FR,243.0,urban,traffic,103.0,24.219047615312647
STA-FR36032,FR,113.0,urban,traffic,79.1,32.68433706978132
STA-FR36021,FR,605.0,rural-remote,background,79.1,1.5927376899426966
STA-GR0008A,GR,16.0,urban,traffic,91.9,29.885556837113928
STA-FR36019,FR,150.0,urban,background,79.1,12.997445164133525
STA-FR36001,FR,125.0,suburban,background,79.1,16.363693607818867
STA-FR35023,FR,222.0,urban,traffic,41.1,18.170517459500054
STA-FR35019,FR,185.0,rural,background,67.4,5.758559279954045
STA-FR35010,FR,246.0,urban,traffic,67.4,26.322278594167443
STA-FR35006,FR,264.0,urban,background,41.1,13.09160155893727
STA-FR35005,FR,437.0,urban,background,21.1,12.402175153869493
STA-FR35004,FR,121.0,urban,background,41.1,13.71050173278769
STA-FR36002,FR,125.0,urban,background,79.1,20.557568406559287
