idx,AirQualityStation,no2,img_path,s5p_path,date_str
273,06-071-0026,42.21331291800001,06-071-0026/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0026/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
274,06-071-0026,59.89431936043478,06-071-0026/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0026/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
275,06-071-0026,61.84442393054948,06-071-0026/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0026/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
276,06-065-1016,,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
277,06-065-1016,,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
278,06-065-1016,,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
279,06-065-1016,,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
280,06-065-1016,5.0966231404444455,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
281,06-065-1016,5.973289630422535,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
282,06-065-1016,8.684756169230768,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
283,06-065-1016,5.173978376842105,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
284,06-065-1016,4.696476342857143,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
285,06-065-1016,4.104821474942528,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
286,06-065-1016,4.48727219652174,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
287,06-065-1016,4.475891023913041,06-065-1016/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-1016/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
288,06-083-1008,,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
289,06-083-1008,,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
290,06-083-1008,,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
291,06-083-1008,,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
292,06-083-1008,10.265699410120488,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
293,06-083-1008,7.732329885714285,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
294,06-083-1008,8.107380068260872,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
295,06-083-1008,13.605395213913045,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
296,06-083-1008,10.020826718681318,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
297,06-083-1008,6.339184023736262,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
298,06-083-1008,7.93128234826087,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
299,06-083-1008,13.268536813913045,06-083-1008/S2A_MSIL2A_20210615T183921_N0300_R070_T10SGD_20210615T225624.npy,06-083-1008/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
300,06-037-0113,29.79827824,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
301,06-037-0113,,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
302,06-037-0113,12.811027795897436,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
303,06-037-0113,27.83250346478262,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
304,06-037-0113,22.95817545644444,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
305,06-037-0113,10.333776270329672,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
306,06-037-0113,12.56899852043478,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
307,06-037-0113,27.11592141826087,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
308,06-037-0113,23.306199418426953,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
309,06-037-0113,12.555839274725274,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
310,06-037-0113,15.558153175652167,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
311,06-037-0113,28.27681700659339,06-037-0113/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-0113/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
312,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
313,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
314,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
315,06-111-3001,,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
316,06-111-3001,9.092891096,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
317,06-111-3001,6.2819324250549435,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
318,06-111-3001,7.91009560604651,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
319,06-111-3001,11.655557975217395,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
320,06-111-3001,10.275980504615383,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
321,06-111-3001,5.382287327472528,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
322,06-111-3001,7.794449245652173,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
323,06-111-3001,11.966342226086953,06-111-3001/S2A_MSIL2A_20210804T183921_N0301_R070_T11SKU_20210804T230111.npy,06-111-3001/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
324,06-075-0005,31.702063582222205,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
325,06-075-0005,12.033020674725273,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
326,06-075-0005,9.775391390869565,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
327,06-075-0005,30.83684034608696,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
328,06-075-0005,22.42206149644444,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
329,06-075-0005,10.48549631956044,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
330,06-075-0005,10.756413389010987,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
331,06-075-0005,28.79213753086956,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
332,06-075-0005,22.45852105010989,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
333,06-075-0005,7.785447984175823,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
334,06-075-0005,8.478453344347825,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
335,06-075-0005,26.86025271869565,06-075-0005/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-075-0005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
336,06-079-8002,11.334526183111114,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
337,06-079-8002,3.3299019050549457,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
338,06-079-8002,5.931502725652172,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
339,06-079-8002,13.645824225652168,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
340,06-079-8002,7.993050508888889,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
341,06-079-8002,3.656572192527473,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
342,06-079-8002,5.183943203913042,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
343,06-079-8002,12.986304204782614,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
344,06-079-8002,9.251360470454543,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
345,06-079-8002,2.6897609547252745,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
346,06-079-8002,6.330350730109893,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
347,06-079-8002,13.977191738260867,06-079-8002/S2B_MSIL2A_20210630T183919_N0301_R070_T10SGE_20210630T224055.npy,06-079-8002/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
348,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
349,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
350,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
351,06-053-1003,,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
352,06-053-1003,8.152695283555554,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
353,06-053-1003,4.018241716923076,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
354,06-053-1003,4.772057518695651,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
355,06-053-1003,12.483294572173913,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
356,06-053-1003,9.262170919560438,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
357,06-053-1003,3.5983115090109896,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
358,06-053-1003,5.076367437826086,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
359,06-053-1003,14.006618417826084,06-053-1003/S2B_MSIL2A_20210504T184919_N0300_R113_T10SFF_20210504T222055.npy,06-053-1003/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
360,06-071-0306,,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
361,06-071-0306,,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
362,06-071-0306,,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
363,06-071-0306,,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
364,06-071-0306,20.196660576179767,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
365,06-071-0306,16.33427306725275,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
366,06-071-0306,20.532366052173927,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
367,06-071-0306,28.6738034647826,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
368,06-071-0306,23.897744968351645,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
369,06-071-0306,13.913107216703295,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
370,06-071-0306,23.305599064719097,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
371,06-071-0306,33.58477751434782,06-071-0306/S2B_MSIL2A_20210508T182919_N0300_R027_T11SMU_20210508T230841.npy,06-071-0306/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
372,06-037-2005,33.753335655555574,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
373,06-037-2005,17.426102239120883,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
374,06-037-2005,20.34015348304348,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
375,06-037-2005,37.28054395428571,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
376,06-037-2005,28.318685054831466,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
377,06-037-2005,17.11013237450549,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
378,06-037-2005,20.983053232808988,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
379,06-037-2005,33.194859608695644,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
380,06-037-2005,32.07088970876406,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
381,06-037-2005,13.435505460722888,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
382,06-037-2005,20.7448817426087,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
383,06-037-2005,36.121936398260864,06-037-2005/S2B_MSIL2A_20210905T182919_N0301_R027_T11SLT_20210905T231547.npy,06-037-2005/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
384,06-065-0012,18.64067734511628,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
385,06-065-0012,11.39786575952941,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
386,06-065-0012,13.867156199512195,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
387,06-065-0012,19.826693865494498,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
388,06-065-0012,15.928424333483141,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
389,06-065-0012,9.55704794857143,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2019
390,06-065-0012,11.65828115521739,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2019
391,06-065-0012,19.209778266521734,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2019
392,06-065-0012,17.766566706373624,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2020
393,06-065-0012,9.195297873406592,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2020
394,06-065-0012,14.487754066521745,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2020
395,06-065-0012,22.428915058695654,06-065-0012/S2B_MSIL2A_20210915T182919_N0301_R027_T11SNT_20210915T224231.npy,06-065-0012/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2020
396,06-061-0006,,06-061-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-061-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2018
397,06-061-0006,,06-061-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-061-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-2-2018
398,06-061-0006,,06-061-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-061-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-3-2018
399,06-061-0006,,06-061-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-061-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-4-2018
400,06-061-0006,14.050496947111116,06-061-0006/S2A_MSIL2A_20210916T185021_N0301_R113_T10SFH_20210916T232722.npy,06-061-0006/l3_mean_quarterly_US_large_2018_2020_005dg.netcdf,Q-1-2019
